timestamp;source;destination;port_source;port_destination;details;protocole;flags;length
11:42:04.766656;BP-Linux8.ssh;192.168.190.130.50019;;;Flags [P.], seq 2243505564:2243505672, ack 1972915080, win 312, options [nop,nop,TS val 102917262 ecr 377952805], length 108;Unknown;P.;108
11:42:04.766694;BP-Linux8.ssh;192.168.190.130.50019;;;Flags [P.], seq 108:144, ack 1, win 312, options [nop,nop,TS val 102917262 ecr 377952805], length 36;Unknown;P.;36
11:42:04.766723;BP-Linux8.ssh;192.168.190.130.50019;;;Flags [P.], seq 144:252, ack 1, win 312, options [nop,nop,TS val 102917262 ecr 377952805], length 108;Unknown;P.;108
11:42:04.766744;BP-Linux8.ssh;192.168.190.130.50019;;;Flags [P.], seq 252:288, ack 1, win 312, options [nop,nop,TS val 102917262 ecr 377952805], length 36;Unknown;P.;36
11:42:04.785366;192.168.190.130.50019;BP-Linux8.ssh;;;Flags [.], ack 108, win 7319, options [nop,nop,TS val 377953205 ecr 102917262], length 0;SSH;.;0
11:42:04.785384;192.168.190.130.50019;BP-Linux8.ssh;;;Flags [.], ack 144, win 7318, options [nop,nop,TS val 377953205 ecr 102917262], length 0;SSH;.;0
11:42:04.785406;192.168.190.130.50019;BP-Linux8.ssh;;;Flags [.], ack 252, win 7316, options [nop,nop,TS val 377953205 ecr 102917262], length 0;SSH;.;0
11:42:04.785454;192.168.190.130.50019;BP-Linux8.ssh;;;Flags [.], ack 288, win 7320, options [nop,nop,TS val 377953205 ecr 102917262], length 0;SSH;.;0
11:42:05.768334;BP-Linux8.58466;ns1.lan.rt.domain;;;16550+ PTR? 130.190.168.192.in-addr.arpa. (46);DNS;;0
11:42:05.769075;ns1.lan.rt.domain;BP-Linux8.58466;;;16550 NXDomain 0/1/0 (112);Unknown;;0
11:42:06.669393;192.168.190.130.50245;BP-Linux8.ssh;;;Flags [P.], seq 1601828178:1601828214, ack 1851233244, win 2048, options [nop,nop,TS val 377955086 ecr 102913805], length 36;SSH;P.;36
11:42:06.669906;BP-Linux8.ssh;192.168.190.130.50245;;;Flags [P.], seq 1:37, ack 36, win 291, options [nop,nop,TS val 102917738 ecr 377955086], length 36;Unknown;P.;36
11:42:06.679262;BP-Linux8.53220;ns1.lan.rt.domain;;;54801+ A? lacampora.org. (31);DNS;;0
11:42:06.679971;ns1.lan.rt.domain;BP-Linux8.53220;;;54801 1/0/0 A 184.107.43.74 (47);Unknown;;0
11:42:06.681188;BP-Linux8.ssh;192.168.190.130.50245;;;Flags [P.], seq 37:153, ack 36, win 291, options [nop,nop,TS val 102917741 ecr 377955086], length 116;Unknown;P.;116
11:42:06.681222;BP-Linux8.ssh;192.168.190.130.50245;;;Flags [P.], seq 153:189, ack 36, win 291, options [nop,nop,TS val 102917741 ecr 377955086], length 36;Unknown;P.;36
11:42:06.681248;190-0-175-100.gba.solunet.com.ar.2465;184.107.43.74.http;;;Flags [S], seq 326991629:326991749, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681274;190-0-175-100.gba.solunet.com.ar.2466;184.107.43.74.http;;;Flags [S], seq 920517760:920517880, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681294;190-0-175-100.gba.solunet.com.ar.2467;184.107.43.74.http;;;Flags [S], seq 556803824:556803944, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681312;190-0-175-100.gba.solunet.com.ar.2468;184.107.43.74.http;;;Flags [S], seq 1921632185:1921632305, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681328;190-0-175-100.gba.solunet.com.ar.2469;184.107.43.74.http;;;Flags [S], seq 1170972654:1170972774, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681345;190-0-175-100.gba.solunet.com.ar.2470;184.107.43.74.http;;;Flags [S], seq 754504426:754504546, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681362;190-0-175-100.gba.solunet.com.ar.2471;184.107.43.74.http;;;Flags [S], seq 669863147:669863267, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681379;190-0-175-100.gba.solunet.com.ar.2472;184.107.43.74.http;;;Flags [S], seq 1036593434:1036593554, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681396;190-0-175-100.gba.solunet.com.ar.2473;184.107.43.74.http;;;Flags [S], seq 473640609:473640729, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681413;190-0-175-100.gba.solunet.com.ar.2474;184.107.43.74.http;;;Flags [S], seq 294639309:294639429, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681430;190-0-175-100.gba.solunet.com.ar.2475;184.107.43.74.http;;;Flags [S], seq 2003734750:2003734870, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681446;190-0-175-100.gba.solunet.com.ar.2476;184.107.43.74.http;;;Flags [S], seq 943277646:943277766, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681463;190-0-175-100.gba.solunet.com.ar.2477;184.107.43.74.http;;;Flags [S], seq 612921749:612921869, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681480;190-0-175-100.gba.solunet.com.ar.2478;184.107.43.74.http;;;Flags [S], seq 1079269685:1079269805, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681497;190-0-175-100.gba.solunet.com.ar.2479;184.107.43.74.http;;;Flags [S], seq 1427118982:1427119102, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681514;190-0-175-100.gba.solunet.com.ar.2480;184.107.43.74.http;;;Flags [S], seq 1481846896:1481847016, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681531;190-0-175-100.gba.solunet.com.ar.2481;184.107.43.74.http;;;Flags [S], seq 807245684:807245804, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681548;190-0-175-100.gba.solunet.com.ar.2482;184.107.43.74.http;;;Flags [S], seq 29032482:29032602, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681564;190-0-175-100.gba.solunet.com.ar.2483;184.107.43.74.http;;;Flags [S], seq 2121432424:2121432544, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681581;190-0-175-100.gba.solunet.com.ar.2484;184.107.43.74.http;;;Flags [S], seq 266983944:266984064, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681597;190-0-175-100.gba.solunet.com.ar.2485;184.107.43.74.http;;;Flags [S], seq 780253659:780253779, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681614;190-0-175-100.gba.solunet.com.ar.2486;184.107.43.74.http;;;Flags [S], seq 426927737:426927857, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681630;190-0-175-100.gba.solunet.com.ar.2487;184.107.43.74.http;;;Flags [S], seq 2059846495:2059846615, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681647;190-0-175-100.gba.solunet.com.ar.2488;184.107.43.74.http;;;Flags [S], seq 485695892:485696012, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681664;190-0-175-100.gba.solunet.com.ar.2489;184.107.43.74.http;;;Flags [S], seq 1506899314:1506899434, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681681;190-0-175-100.gba.solunet.com.ar.2490;184.107.43.74.http;;;Flags [S], seq 1974670292:1974670412, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681697;190-0-175-100.gba.solunet.com.ar.2491;184.107.43.74.http;;;Flags [S], seq 984948282:984948402, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681722;190-0-175-100.gba.solunet.com.ar.2492;184.107.43.74.http;;;Flags [S], seq 2071134208:2071134328, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681739;190-0-175-100.gba.solunet.com.ar.2493;184.107.43.74.http;;;Flags [S], seq 582048290:582048410, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681756;190-0-175-100.gba.solunet.com.ar.2494;184.107.43.74.http;;;Flags [S], seq 1414722580:1414722700, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681773;190-0-175-100.gba.solunet.com.ar.2495;184.107.43.74.http;;;Flags [S], seq 1376167161:1376167281, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681789;190-0-175-100.gba.solunet.com.ar.2496;184.107.43.74.http;;;Flags [S], seq 793373662:793373782, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681806;190-0-175-100.gba.solunet.com.ar.2497;184.107.43.74.http;;;Flags [S], seq 586859843:586859963, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681823;190-0-175-100.gba.solunet.com.ar.2498;184.107.43.74.http;;;Flags [S], seq 1313429529:1313429649, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681839;190-0-175-100.gba.solunet.com.ar.2499;184.107.43.74.http;;;Flags [S], seq 599747608:599747728, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681856;190-0-175-100.gba.solunet.com.ar.2500;184.107.43.74.http;;;Flags [S], seq 1764270382:1764270502, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681872;190-0-175-100.gba.solunet.com.ar.2501;184.107.43.74.http;;;Flags [S], seq 1266534982:1266535102, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681889;190-0-175-100.gba.solunet.com.ar.2502;184.107.43.74.http;;;Flags [S], seq 1923888203:1923888323, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681906;190-0-175-100.gba.solunet.com.ar.2503;184.107.43.74.http;;;Flags [S], seq 477956184:477956304, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681924;190-0-175-100.gba.solunet.com.ar.2504;184.107.43.74.http;;;Flags [S], seq 1697346829:1697346949, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681941;190-0-175-100.gba.solunet.com.ar.2505;184.107.43.74.http;;;Flags [S], seq 1581732153:1581732273, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681958;190-0-175-100.gba.solunet.com.ar.2506;184.107.43.74.http;;;Flags [S], seq 2134846905:2134847025, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681975;190-0-175-100.gba.solunet.com.ar.2507;184.107.43.74.http;;;Flags [S], seq 5001436:5001556, win 512, length 120: HTTP;HTTP;S;0
11:42:06.681992;190-0-175-100.gba.solunet.com.ar.2508;184.107.43.74.http;;;Flags [S], seq 100084791:100084911, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682008;190-0-175-100.gba.solunet.com.ar.2509;184.107.43.74.http;;;Flags [S], seq 1351883007:1351883127, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682025;190-0-175-100.gba.solunet.com.ar.2510;184.107.43.74.http;;;Flags [S], seq 892547770:892547890, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682041;190-0-175-100.gba.solunet.com.ar.2511;184.107.43.74.http;;;Flags [S], seq 203925976:203926096, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682058;190-0-175-100.gba.solunet.com.ar.2512;184.107.43.74.http;;;Flags [S], seq 93263311:93263431, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682075;190-0-175-100.gba.solunet.com.ar.2513;184.107.43.74.http;;;Flags [S], seq 589592255:589592375, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682092;190-0-175-100.gba.solunet.com.ar.2514;184.107.43.74.http;;;Flags [S], seq 1666861586:1666861706, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682108;190-0-175-100.gba.solunet.com.ar.2515;184.107.43.74.http;;;Flags [S], seq 1444571600:1444571720, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682125;190-0-175-100.gba.solunet.com.ar.2516;184.107.43.74.http;;;Flags [S], seq 702975955:702976075, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682152;190-0-175-100.gba.solunet.com.ar.2517;184.107.43.74.http;;;Flags [S], seq 2016486038:2016486158, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682172;190-0-175-100.gba.solunet.com.ar.2518;184.107.43.74.http;;;Flags [S], seq 1002497398:1002497518, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682191;190-0-175-100.gba.solunet.com.ar.2519;184.107.43.74.http;;;Flags [S], seq 294189577:294189697, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682210;190-0-175-100.gba.solunet.com.ar.2520;184.107.43.74.http;;;Flags [S], seq 1398461889:1398462009, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682227;190-0-175-100.gba.solunet.com.ar.2521;184.107.43.74.http;;;Flags [S], seq 1995017329:1995017449, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682243;190-0-175-100.gba.solunet.com.ar.2522;184.107.43.74.http;;;Flags [S], seq 921320533:921320653, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682259;190-0-175-100.gba.solunet.com.ar.2523;184.107.43.74.http;;;Flags [S], seq 248505708:248505828, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682276;190-0-175-100.gba.solunet.com.ar.2524;184.107.43.74.http;;;Flags [S], seq 558621145:558621265, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682292;190-0-175-100.gba.solunet.com.ar.2525;184.107.43.74.http;;;Flags [S], seq 1118905776:1118905896, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682308;190-0-175-100.gba.solunet.com.ar.2526;184.107.43.74.http;;;Flags [S], seq 1158043116:1158043236, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682325;190-0-175-100.gba.solunet.com.ar.2527;184.107.43.74.http;;;Flags [S], seq 1469406826:1469406946, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682341;190-0-175-100.gba.solunet.com.ar.2528;184.107.43.74.http;;;Flags [S], seq 492373102:492373222, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682357;190-0-175-100.gba.solunet.com.ar.2529;184.107.43.74.http;;;Flags [S], seq 1687855121:1687855241, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682374;190-0-175-100.gba.solunet.com.ar.2530;184.107.43.74.http;;;Flags [S], seq 1360633195:1360633315, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682390;190-0-175-100.gba.solunet.com.ar.2531;184.107.43.74.http;;;Flags [S], seq 1274977706:1274977826, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682407;190-0-175-100.gba.solunet.com.ar.2532;184.107.43.74.http;;;Flags [S], seq 549939990:549940110, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682423;190-0-175-100.gba.solunet.com.ar.2533;184.107.43.74.http;;;Flags [S], seq 1109408249:1109408369, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682439;190-0-175-100.gba.solunet.com.ar.2534;184.107.43.74.http;;;Flags [S], seq 1283855019:1283855139, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682455;190-0-175-100.gba.solunet.com.ar.2535;184.107.43.74.http;;;Flags [S], seq 623143483:623143603, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682472;190-0-175-100.gba.solunet.com.ar.2536;184.107.43.74.http;;;Flags [S], seq 709005792:709005912, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682488;190-0-175-100.gba.solunet.com.ar.2537;184.107.43.74.http;;;Flags [S], seq 1528805205:1528805325, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682504;190-0-175-100.gba.solunet.com.ar.2538;184.107.43.74.http;;;Flags [S], seq 940059508:940059628, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682521;190-0-175-100.gba.solunet.com.ar.2539;184.107.43.74.http;;;Flags [S], seq 1190337142:1190337262, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682537;190-0-175-100.gba.solunet.com.ar.2540;184.107.43.74.http;;;Flags [S], seq 1484037464:1484037584, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682553;190-0-175-100.gba.solunet.com.ar.2541;184.107.43.74.http;;;Flags [S], seq 566224598:566224718, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682570;190-0-175-100.gba.solunet.com.ar.2542;184.107.43.74.http;;;Flags [S], seq 788308167:788308287, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682586;190-0-175-100.gba.solunet.com.ar.2543;184.107.43.74.http;;;Flags [S], seq 96067834:96067954, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682602;190-0-175-100.gba.solunet.com.ar.2544;184.107.43.74.http;;;Flags [S], seq 1226579504:1226579624, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682619;190-0-175-100.gba.solunet.com.ar.2545;184.107.43.74.http;;;Flags [S], seq 1551737466:1551737586, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682635;190-0-175-100.gba.solunet.com.ar.2546;184.107.43.74.http;;;Flags [S], seq 368629672:368629792, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682652;190-0-175-100.gba.solunet.com.ar.2547;184.107.43.74.http;;;Flags [S], seq 527715727:527715847, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682668;190-0-175-100.gba.solunet.com.ar.2548;184.107.43.74.http;;;Flags [S], seq 1897998019:1897998139, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682684;190-0-175-100.gba.solunet.com.ar.2549;184.107.43.74.http;;;Flags [S], seq 1187006652:1187006772, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682700;190-0-175-100.gba.solunet.com.ar.2550;184.107.43.74.http;;;Flags [S], seq 836414851:836414971, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682717;190-0-175-100.gba.solunet.com.ar.2551;184.107.43.74.http;;;Flags [S], seq 97200857:97200977, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682733;190-0-175-100.gba.solunet.com.ar.2552;184.107.43.74.http;;;Flags [S], seq 964382000:964382120, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682749;190-0-175-100.gba.solunet.com.ar.2553;184.107.43.74.http;;;Flags [S], seq 64311516:64311636, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682765;190-0-175-100.gba.solunet.com.ar.2554;184.107.43.74.http;;;Flags [S], seq 1940462409:1940462529, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682782;190-0-175-100.gba.solunet.com.ar.2555;184.107.43.74.http;;;Flags [S], seq 709004881:709005001, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682798;190-0-175-100.gba.solunet.com.ar.2556;184.107.43.74.http;;;Flags [S], seq 1783812004:1783812124, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682814;190-0-175-100.gba.solunet.com.ar.2557;184.107.43.74.http;;;Flags [S], seq 2027959598:2027959718, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682832;190-0-175-100.gba.solunet.com.ar.2558;184.107.43.74.http;;;Flags [S], seq 763370841:763370961, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682848;190-0-175-100.gba.solunet.com.ar.2559;184.107.43.74.http;;;Flags [S], seq 629902483:629902603, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682865;190-0-175-100.gba.solunet.com.ar.2560;184.107.43.74.http;;;Flags [S], seq 1167925997:1167926117, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682881;190-0-175-100.gba.solunet.com.ar.2561;184.107.43.74.http;;;Flags [S], seq 1590590930:1590591050, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682898;190-0-175-100.gba.solunet.com.ar.2562;184.107.43.74.http;;;Flags [S], seq 1025391341:1025391461, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682915;190-0-175-100.gba.solunet.com.ar.2563;184.107.43.74.http;;;Flags [S], seq 22267219:22267339, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682931;190-0-175-100.gba.solunet.com.ar.2564;184.107.43.74.http;;;Flags [S], seq 1838110461:1838110581, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682947;190-0-175-100.gba.solunet.com.ar.2565;184.107.43.74.http;;;Flags [S], seq 1314325144:1314325264, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682964;190-0-175-100.gba.solunet.com.ar.2566;184.107.43.74.http;;;Flags [S], seq 1221538397:1221538517, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682980;190-0-175-100.gba.solunet.com.ar.2567;184.107.43.74.http;;;Flags [S], seq 121272366:121272486, win 512, length 120: HTTP;HTTP;S;0
11:42:06.682997;190-0-175-100.gba.solunet.com.ar.2568;184.107.43.74.http;;;Flags [S], seq 1689815904:1689816024, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683013;190-0-175-100.gba.solunet.com.ar.2569;184.107.43.74.http;;;Flags [S], seq 424777574:424777694, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683038;190-0-175-100.gba.solunet.com.ar.2570;184.107.43.74.http;;;Flags [S], seq 1811461816:1811461936, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683058;190-0-175-100.gba.solunet.com.ar.2571;184.107.43.74.http;;;Flags [S], seq 891455149:891455269, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683077;190-0-175-100.gba.solunet.com.ar.2572;184.107.43.74.http;;;Flags [S], seq 378465819:378465939, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683096;190-0-175-100.gba.solunet.com.ar.2573;184.107.43.74.http;;;Flags [S], seq 1060801994:1060802114, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683115;190-0-175-100.gba.solunet.com.ar.2574;184.107.43.74.http;;;Flags [S], seq 887047860:887047980, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683131;190-0-175-100.gba.solunet.com.ar.2575;184.107.43.74.http;;;Flags [S], seq 1083782921:1083783041, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683148;190-0-175-100.gba.solunet.com.ar.2576;184.107.43.74.http;;;Flags [S], seq 1055260995:1055261115, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683164;190-0-175-100.gba.solunet.com.ar.2577;184.107.43.74.http;;;Flags [S], seq 1170111755:1170111875, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683181;190-0-175-100.gba.solunet.com.ar.2578;184.107.43.74.http;;;Flags [S], seq 1956050927:1956051047, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683197;190-0-175-100.gba.solunet.com.ar.2579;184.107.43.74.http;;;Flags [S], seq 1016109235:1016109355, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683214;190-0-175-100.gba.solunet.com.ar.2580;184.107.43.74.http;;;Flags [S], seq 1684776979:1684777099, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683230;190-0-175-100.gba.solunet.com.ar.2581;184.107.43.74.http;;;Flags [S], seq 503501716:503501836, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683246;190-0-175-100.gba.solunet.com.ar.2582;184.107.43.74.http;;;Flags [S], seq 1864451598:1864451718, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683262;190-0-175-100.gba.solunet.com.ar.mon;184.107.43.74.http;;;Flags [S], seq 289557681:289557801, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683279;190-0-175-100.gba.solunet.com.ar.2584;184.107.43.74.http;;;Flags [S], seq 138098778:138098898, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683295;190-0-175-100.gba.solunet.com.ar.2585;184.107.43.74.http;;;Flags [S], seq 1203053650:1203053770, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683311;190-0-175-100.gba.solunet.com.ar.2586;184.107.43.74.http;;;Flags [S], seq 2045943531:2045943651, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683328;190-0-175-100.gba.solunet.com.ar.2587;184.107.43.74.http;;;Flags [S], seq 155613128:155613248, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683344;190-0-175-100.gba.solunet.com.ar.2588;184.107.43.74.http;;;Flags [S], seq 1854989337:1854989457, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683360;190-0-175-100.gba.solunet.com.ar.2589;184.107.43.74.http;;;Flags [S], seq 1464992055:1464992175, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683376;190-0-175-100.gba.solunet.com.ar.2590;184.107.43.74.http;;;Flags [S], seq 1763007414:1763007534, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683393;190-0-175-100.gba.solunet.com.ar.2591;184.107.43.74.http;;;Flags [S], seq 1769477762:1769477882, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683409;190-0-175-100.gba.solunet.com.ar.2592;184.107.43.74.http;;;Flags [S], seq 927510383:927510503, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683426;190-0-175-100.gba.solunet.com.ar.2593;184.107.43.74.http;;;Flags [S], seq 262496618:262496738, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683442;190-0-175-100.gba.solunet.com.ar.2594;184.107.43.74.http;;;Flags [S], seq 1944187333:1944187453, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683458;190-0-175-100.gba.solunet.com.ar.2595;184.107.43.74.http;;;Flags [S], seq 1368242046:1368242166, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683475;190-0-175-100.gba.solunet.com.ar.2596;184.107.43.74.http;;;Flags [S], seq 1996469549:1996469669, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683491;190-0-175-100.gba.solunet.com.ar.2597;184.107.43.74.http;;;Flags [S], seq 755440943:755441063, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683507;190-0-175-100.gba.solunet.com.ar.2598;184.107.43.74.http;;;Flags [S], seq 2061395892:2061396012, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683524;190-0-175-100.gba.solunet.com.ar.2599;184.107.43.74.http;;;Flags [S], seq 1161699354:1161699474, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683540;190-0-175-100.gba.solunet.com.ar.zebrasrv;184.107.43.74.http;;;Flags [S], seq 628612553:628612673, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683557;190-0-175-100.gba.solunet.com.ar.zebra;184.107.43.74.http;;;Flags [S], seq 126113657:126113777, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683573;190-0-175-100.gba.solunet.com.ar.ripd;184.107.43.74.http;;;Flags [S], seq 545657814:545657934, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683589;190-0-175-100.gba.solunet.com.ar.ripngd;184.107.43.74.http;;;Flags [S], seq 118227196:118227316, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683606;190-0-175-100.gba.solunet.com.ar.ospfd;184.107.43.74.http;;;Flags [S], seq 2052107445:2052107565, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683622;190-0-175-100.gba.solunet.com.ar.bgpd;184.107.43.74.http;;;Flags [S], seq 791895479:791895599, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683638;190-0-175-100.gba.solunet.com.ar.ospf6d;184.107.43.74.http;;;Flags [S], seq 1716341514:1716341634, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683655;190-0-175-100.gba.solunet.com.ar.ospfapi;184.107.43.74.http;;;Flags [S], seq 1585739250:1585739370, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683671;190-0-175-100.gba.solunet.com.ar.isisd;184.107.43.74.http;;;Flags [S], seq 1570200442:1570200562, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683687;190-0-175-100.gba.solunet.com.ar.2609;184.107.43.74.http;;;Flags [S], seq 1478292369:1478292489, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683704;190-0-175-100.gba.solunet.com.ar.2610;184.107.43.74.http;;;Flags [S], seq 178640618:178640738, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683720;190-0-175-100.gba.solunet.com.ar.2611;184.107.43.74.http;;;Flags [S], seq 1503505816:1503505936, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683738;190-0-175-100.gba.solunet.com.ar.2612;184.107.43.74.http;;;Flags [S], seq 1661422384:1661422504, win 512, length 120: HTTP;HTTP;S;0
11:42:06.683756;190-0-175-100.gba.solunet.com.ar.2613;184.107.43.74.http;;;Flags [S], seq 369358272:369358392, win 512, length 120: HTTP;HTTP;S;0
